node1	node2	edge	edge_descrip	layer_descrip
Na23	AT4G10310	41.300822742442726	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G44640	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G44650	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G44670	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	Exon_5_18142274_18146632	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G46280	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G46930	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G47690	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G48220	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G48300	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G50340	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G50340	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G59670	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G59730	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G63240	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G63260	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G63300	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G63650	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G64090	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G65950	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G65950	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	Exon_5_10366860_10367421	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	Exon_5_10366860_10367421	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G28590	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	Exon_5_10621961_10622671	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G35120	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G35753	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT4G39420	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT4G39420	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT4G39990	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G05630	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G06610	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G07590	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G09760	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G09770	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G09850	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G09876	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G10290	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G10530	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G10946	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	Gene_AT5G35780	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	Exon_5_14168629_14168658	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G37300	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G37500	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G40300	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G43880	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT5G43910	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT4G18465	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT4G19006	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT4G19900	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT4G19905	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
As75	AT4G20160	39.9857332431282	AraGWAS-Association_score	AraGWAS-Phenotype_Associations
